sample_id	contig_id	Prediction_tool	Product_class	BGC_probability	BGC_complete	BGC_start	BGC_end	BGC_length	CDS_count	domain_array	backbone_class
GCF_011140485.1	contig_6	deepBGC		0.65546		8033	19262	11229	10	PF00106|PF00398|PF00479|PF00920|PF01073|PF01081|PF01135|PF01370|PF01416|PF02719|PF02781|PF03739|PF04321|PF07719|PF07993|PF08238|PF08659|PF13460|PF13561|PF13649|PF13847|PF16363	RiPP
GCF_011140485.1	contig_6	deepBGC	NRP	0.61631		21114	22934	1820	2	PF00107|PF01262|PF01501|PF02826|PF03446|PF08240	NRPS_like
GCF_011140485.1	contig_9	deepBGC		0.6281		4265	5063	798	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_003639445.1	contig_22	deepBGC		0.74786		37680	46246	8566	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_003639445.1	contig_3	deepBGC		0.52252		5107	5407	300	1	PF07883	Unknown
GCF_003639445.1	contig_6	deepBGC		0.54849		14737	15367	630	1	PF00398|PF01135|PF13489|PF13649|PF13847	RiPP
GCA_024406665.1	contig_9	antiSMASH	Terpene-precursor		No	1	8406	8406	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011140485	contig_22	GECCO	Unknown	0.9946316123208524		97607	100977	3370	5	PF01041|PF06306	Unknown
GCA_024412315.1	contig_27	antiSMASH	Terpene-precursor		No	1	9391	9391	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024413025.1	contig_20	antiSMASH	Terpene-precursor		No	1	7981	7981	11	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024406385.1	contig_19	deepBGC		0.56755		2445	3231	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_015904475.1	contig_29	deepBGC	Terpene	0.53041		2	1349	1347	1	PF01565|PF02913	Unknown
GCF_015904475.1	contig_29	deepBGC		0.52249		2926	4984	2058	3	PF00034|PF00293|PF04055|PF13442	Unknown
GCF_015904475.1	contig_32	deepBGC		0.55816		3413	4424	1011	1	PF01501	NRPS_like
GCF_015904475.1	contig_34	deepBGC		0.66429		17579	29698	12119	11	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF02353|PF02784|PF03061|PF03235|PF05175|PF06325|PF07510|PF07927|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCF_015904475.1	contig_36	deepBGC	Polyketide	0.55452		40	3784	3744	3	PF00083|PF00194|PF01554|PF07690|PF14667	Unknown
GCF_015904475.1	contig_39	deepBGC		0.50244		221	776	555	1	PF01558	Unknown
GCF_015904475.1	contig_4	deepBGC		0.60777		7712	8756	1044	2	PF00398|PF01135|PF03739|PF13489|PF13649|PF13847	RiPP
GCF_015904475.1	contig_65	deepBGC		0.52704		1316	3860	2544	3	PF00389|PF00670|PF01531|PF02826	NRPS_like
GCF_015904475.1	contig_81	deepBGC		0.57932		2	134	132	1	PF00550|PF16320	PKS
GCF_015904475.1	contig_89	deepBGC		0.57499		0	2759	2759	2	PF01061|PF03797	Unknown
GCF_001998385.1	contig_7	deepBGC		0.55148		7213	8011	798	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_011140415.1	contig_9	antiSMASH	Terpene-precursor		No	1	8081	8081	11	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040861225.1	contig_6	deepBGC		0.62955		70491	76776	6285	6	PF00106|PF00398|PF01073|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07993|PF08659|PF13460|PF13489|PF13561|PF13649|PF13847|PF16363	RiPP
GCA_040862145.1	contig_16	deepBGC		0.57732		1124	3465	2341	6	PF00092|PF01636|PF07714|PF13519|PF13672	Unknown
GCA_040862145.1	contig_3	deepBGC		0.56054		16755	19803	3048	5	PF00258|PF02130|PF02668|PF07173|PF09335|PF12641|PF12724	Unknown
GCA_040862145.1	contig_3	deepBGC		0.54224		20142	22282	2140	2	PF00070|PF00890|PF01494|PF03486|PF07690|PF07992|PF12831|PF12832|PF13347|PF13434|PF13450|PF13738	Unknown
GCA_024407375.1	contig_24	deepBGC		0.50329		930	2037	1107	1	PF01501	NRPS_like
GCA_024407375.1	contig_5	deepBGC		0.75033		37754	46334	8580	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_024407375.1	contig_9	deepBGC		0.5012		33229	33529	300	1	PF07883	Unknown
GCF_040821505.1	contig_41	deepBGC		0.50262		189	993	804	1	PF08843	Unknown
GCF_040821505.1	contig_46	deepBGC		0.50276		16989	17619	630	1	PF00398|PF01135|PF13489|PF13649|PF13847	RiPP
GCF_040821505.1	contig_46	deepBGC	Saccharide	0.74897		71795	80375	8580	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_040821505.1	contig_9	deepBGC		0.56496		33473	34746	1273	3	PF02492|PF07883	Unknown
GCF_015904725.1	contig_10	deepBGC		0.74468		37738	49334	11596	9	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF02353|PF02784|PF03061|PF03235|PF05175|PF06325|PF07510|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_024214055.1	contig_27	antiSMASH	Terpene-precursor		No	1	60925	60925	60	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024407335.1	contig_25	deepBGC		0.50329		942	2049	1107	1	PF01501	NRPS_like
GCA_024407335.1	contig_3	deepBGC		0.75174		37703	46271	8568	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_037861775.1	contig_10	antiSMASH	Terpene-precursor		No	1	64241	64241	64	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024413005.1	contig_2	antiSMASH	Terpene-precursor		No	1	67082	67082	71	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024412515.1	contig_15	antiSMASH	Terpene-precursor		No	1	73986	73986	74	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|Pkinase|QueE	Terpene
GCF_011175225.1	contig_5	antiSMASH	Terpene-precursor		No	1	48863	48863	36	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003640085.1	contig_4	deepBGC		0.75151		37808	46376	8568	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_035621875.1	contig_1	deepBGC		0.61252		345505	350593	5088	4	PF00133|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF05175|PF05219|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCA_040862345.1	contig_27	antiSMASH	Terpene-precursor		No	1	8896	8896	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040862045.1	contig_15	deepBGC		0.54941		4591	5377	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCA_040862045.1	contig_25	deepBGC		0.63662		15272	18707	3435	4	PF00398|PF01073|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07993|PF08659|PF13460|PF13489|PF13649|PF13847|PF16363	RiPP
GCF_001999865.1	contig_22	antiSMASH	Terpene-precursor		No	1	9395	9395	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011175085.1	contig_18	antiSMASH	Terpene-precursor		No	1	63930	63930	63	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014498195.1	contig_24	deepBGC		0.56151		9714	10500	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_014498195.1	contig_24	deepBGC		0.57791		64884	65418	534	1	PF05050	Unknown
GCF_014498195.1	contig_24	deepBGC		0.70763		70277	78056	7779	7	PF00106|PF00398|PF01073|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07719|PF07993|PF08238|PF08659|PF13460|PF13489|PF13561|PF13649|PF13847|PF16363	RiPP
GCA_040861605.1	contig_12	deepBGC		0.68704		37717	44451	6734	6	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_040861605.1	contig_5	deepBGC		0.64848		16926	19905	2979	7	PF00258|PF02130|PF02668|PF09335|PF12641|PF12724	Unknown
GCF_040821705.1	contig_67	antiSMASH	Terpene-precursor		No	1	8141	8141	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_015904865	contig_18	GECCO	Unknown	0.9946316123208524		26798	30205	3407	5	PF01041|PF06306	Unknown
GCF_030062585.1	contig_1	deepBGC		0.62721		630496	631707	1211	3	PF00106|PF00550|PF08659|PF10501|PF13561|PF14573|PF16320	PKS
GCF_030062585.1	contig_1	deepBGC	RiPP	0.5691		1327372	1328002	630	1	PF00398|PF01135|PF13649|PF13847	RiPP
GCF_030062585.1	contig_1	deepBGC	Polyketide	0.50122		1333084	1333837	753	1	PF00106|PF01370|PF08659|PF13561	Unknown
GCA_040861105.1	contig_8	antiSMASH	Terpene-precursor		No	1	63969	63969	63	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024406475.1	contig_7	antiSMASH	Terpene-precursor		No	1	8216	8216	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_037862295.1	contig_12	antiSMASH	Terpene-precursor		No	1	59629	59629	58	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014497335.1	contig_16	antiSMASH	Terpene-precursor		No	1	73440	73440	79	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|Pkinase|QueE	Terpene
GCA_024406785.1	contig_28	deepBGC		0.578		152	7300	7148	7	PF01075|PF01555|PF03070|PF03767|PF04264|PF13344|PF13419	Unknown
GCF_040821595.1	contig_49	antiSMASH	Terpene-precursor		No	1	60563	60563	62	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003639335.1	contig_26	antiSMASH	Terpene-precursor		No	1	57149	57149	60	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|Peptidase_M50|QueE	Terpene
GCA_040862305.1	contig_7	antiSMASH	Terpene-precursor		Yes	43360	64271	20912	18	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821675.1	contig_52	antiSMASH	Terpene-precursor		No	1	8555	8555	13	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014496145.1	contig_5	deepBGC	Saccharide	0.72163		37744	49796	12052	11	PF00133|PF00534|PF01135|PF01209|PF01406|PF01588|PF02353|PF02784|PF03061|PF03235|PF05175|PF06325|PF07510|PF07927|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847|PF15919	Terpene
GCA_024411855.1	contig_21	deepBGC	Other	0.5986		7050	12144	5094	4	PF00133|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_014496815.1	contig_16	deepBGC		0.53832		4141	4927	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCA_040861385.1	contig_11	deepBGC	Saccharide	0.64724		37592	44298	6706	6	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_040861385.1	contig_12	deepBGC		0.56859		31334	31724	390	1	PF02668	Unknown
GCA_040861385.1	contig_13	deepBGC		0.58567		2	1457	1455	1	PF08885	Unknown
GCA_040861385.1	contig_5	deepBGC		0.67554		124709	126324	1615	4	PF13519|PF13672	Unknown
GCF_015904335.1	contig_19	antiSMASH	Terpene-precursor		No	1	8159	8159	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_021184145.1	contig_1	deepBGC		0.50668		457995	458781	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_021184145.1	contig_1	deepBGC	Other	0.56329		461922	463092	1170	1	PF01135|PF01209|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_014498845.1	contig_14	deepBGC	Saccharide	0.6715		37634	44355	6721	6	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCA_040862365.1	contig_7	antiSMASH	Terpene-precursor		No	1	59652	59652	60	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011175035.1	contig_15	antiSMASH	Azole-containing-RiPP		No	1	14132	14132	14	PF00881|YcaO	Unknown
GCF_011175035.1	contig_25	antiSMASH	Terpene-precursor		No	1	77410	77410	58	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014496395.1	contig_3	deepBGC	Saccharide	0.68196		38223	46789	8566	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_014498675.1	contig_24	antiSMASH	Terpene-precursor		No	1	8303	8303	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_015904465.1	contig_15	antiSMASH	Terpene-precursor		No	1	48705	48705	38	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024407555.1	contig_18	deepBGC		0.64257		587	3835	3248	7	PF00871|PF01455|PF01924|PF02492|PF07883	Unknown
GCA_024407295.1	contig_21	antiSMASH	Terpene-precursor		No	1	9130	9130	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_040821725.1	contig_15	deepBGC		0.51978		2886	3186	300	1	PF07883	Unknown
GCF_040821725.1	contig_25	deepBGC		0.54668		8222	14911	6689	5	PF01219|PF01968|PF02538|PF05378|PF08882	Unknown
GCF_040821725.1	contig_63	deepBGC		0.53202		428	3418	2990	2	PF01075|PF02350	Unknown
GCF_040821725.1	contig_71	deepBGC		0.57525		3159	9733	6574	6	PF00106|PF00398|PF01073|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07993|PF08659|PF13460|PF13561|PF13649|PF13847|PF16363	RiPP
GCA_040861445.1	contig_23	antiSMASH	Terpene-precursor		No	1	8192	8192	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024412575.1	contig_29	antiSMASH	Terpene-precursor		No	1	93384	93384	83	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE|SIS_2	Terpene
GCF_014498615.1	contig_1	deepBGC		0.51191		87665	88409	744	1	PF00106|PF08659|PF13561	Unknown
GCF_003639675.1	contig_26	antiSMASH	Terpene-precursor		No	1	57061	57061	61	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|Peptidase_M50|QueE	Terpene
GCA_024407015.1	contig_16	deepBGC	Polyketide	0.51723		440	1616	1176	1	PF00108|PF00109|PF02803	PKS
GCA_024407015.1	contig_16	deepBGC		0.59652		7851	10149	2298	1	PF02538	Unknown
GCA_024407015.1	contig_2	deepBGC		0.60213		4048	4846	798	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCA_024407015.1	contig_4	deepBGC		0.54236		2815	3364	549	1	PF05140	Unknown
GCA_024407015.1	contig_4	deepBGC		0.52018		4117	4833	716	2	PF00762	Unknown
GCA_024407015.1	contig_4	deepBGC		0.54785		5609	6290	681	1	PF04452	Unknown
GCA_024407015.1	contig_4	deepBGC		0.64825		9772	15647	5875	9	PF00266|PF00289|PF01041|PF01053|PF02222|PF02655|PF02785|PF02786|PF05050|PF07478|PF08443|PF13549|PF14397|PF15632	Unknown
GCA_024407015.1	contig_4	deepBGC	Polyketide	0.62386		17002	23273	6271	11	PF00106|PF00398|PF01073|PF01135|PF01370|PF01416|PF02719|PF03739|PF07993|PF08659|PF12503|PF13561|PF13649|PF13847|PF16363	RiPP
GCF_015904365.1	contig_4	antiSMASH	Terpene-precursor		No	1	103613	103613	91	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011140595.1	contig_12	deepBGC		0.66907		19325	26578	7253	10	PF00070|PF00258|PF00342|PF00890|PF01494|PF02130|PF02668|PF03486|PF03597|PF05977|PF07173|PF07690|PF07992|PF09335|PF12641|PF12724|PF12831|PF13347|PF13434|PF13738	Unknown
GCF_011140595.1	contig_19	deepBGC		0.57359		78726	79937	1211	3	PF00106|PF00550|PF08659|PF13561|PF14573|PF16320	PKS
GCF_011140595.1	contig_22	deepBGC		0.50622		34616	34916	300	1	PF07883	Unknown
GCA_024412005.1	contig_6	antiSMASH	Terpene-precursor		No	1	79340	79340	76	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011175145.1	contig_10	antiSMASH	Terpene-precursor		No	1	8137	8137	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003640155.1	contig_18	deepBGC		0.53591		1	436	435	1	PF01730	Unknown
GCF_003640155.1	contig_18	deepBGC		0.52474		997	1585	588	1	PF02293	Unknown
GCF_003640155.1	contig_25	deepBGC		0.60156		11346	16810	5464	10	PF00070|PF00258|PF00890|PF01494|PF02130|PF02668|PF03486|PF03597|PF07690|PF07992|PF09335|PF12641|PF12724|PF12831|PF13347|PF13434|PF13450|PF13738|PF17561	Unknown
GCF_003640155.1	contig_26	deepBGC	RiPP	0.53466		16761	17391	630	1	PF00398|PF01135|PF13649|PF13847	RiPP
GCF_003640155.1	contig_4	deepBGC	Saccharide	0.66907		37751	44470	6719	6	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_040821935.1	contig_15	deepBGC		0.5896		3756	10219	6463	6	PF00106|PF00398|PF01073|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07993|PF08659|PF13460|PF13489|PF13561|PF13649|PF13847|PF16363	RiPP
GCF_040821935.1	contig_27	deepBGC		0.50952		218	2066	1848	1	PF02784	Unknown
GCF_040821935.1	contig_27	deepBGC	Other	0.60246		3697	8797	5100	4	PF00133|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_040821935.1	contig_34	deepBGC	Polyketide	0.60205		6349	9175	2826	3	PF00899|PF02661|PF05977|PF07690|PF12832	Unknown
GCF_040821935.1	contig_35	deepBGC		0.57851		2	632	630	1	PF01531	Unknown
GCF_015904905.1	contig_31	antiSMASH	Terpene-precursor		No	1	8144	8144	11	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003639865.1	contig_3	antiSMASH	Terpene-precursor		No	1	64520	64520	60	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011141055.1	contig_27	deepBGC		0.75261		38554	47122	8568	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_011141055.1	contig_41	deepBGC		0.64961		4075	10535	6460	6	PF00106|PF00398|PF01073|PF01135|PF01370|PF01416|PF02719|PF03739|PF04321|PF07993|PF08659|PF13460|PF13489|PF13561|PF13649|PF13847|PF16363	RiPP
GCA_040861305.1	contig_11	deepBGC		0.5492		33312	33612	300	1	PF07883	Unknown
GCA_040861305.1	contig_6	deepBGC		0.67723		80145	85690	5545	5	PF00133|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCA_024406385.1	contig_27	antiSMASH	Terpene-precursor		No	1	65484	65484	59	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_024407615.1	contig_18	deepBGC		0.55526		589	3825	3236	4	PF01075|PF03070|PF03767|PF04264|PF13344|PF13419	Unknown
GCA_024407615.1	contig_2	deepBGC		0.62435		3772	4570	798	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCA_024407615.1	contig_5	deepBGC	Polyketide	0.56395		1925	3149	1224	1	PF07690	Unknown
GCF_011175335.1	contig_4	deepBGC		0.63045		4290	5076	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_003639575.1	contig_27	deepBGC		0.60331		37809	41094	3285	2	PF00133|PF01135|PF01209|PF01406|PF01555|PF01588|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCF_040821375.1	contig_38	antiSMASH	Terpene-precursor		No	1	8106	8106	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011175225.1	contig_12	deepBGC		0.51021		56616	57348	732	1	PF01209|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_011175225.1	contig_24	deepBGC		0.70202		70505	79080	8575	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_014497685.1	contig_20	antiSMASH	Terpene-precursor		No	1	66689	66689	65	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011175215.1	contig_1	antiSMASH	Terpene-precursor		No	1	409543	409543	391	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003639385.1	contig_20	antiSMASH	Terpene-precursor		No	1	8471	8471	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014497455.1	contig_4	deepBGC	Saccharide	0.74636		38107	46678	8571	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13579|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_040820975.1	contig_52	antiSMASH	Terpene-precursor		No	1	65303	65303	72	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014498915.1	contig_17	antiSMASH	Terpene-precursor		No	1	60515	60515	65	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014498915.1	contig_7	antiSMASH	Azole-containing-RiPP		No	1	17379	17379	19	PF00881|ThiF|YcaO	Unknown
GCA_040861805.1	contig_25	antiSMASH	Terpene-precursor		No	1	8335	8335	11	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_003639805.1	contig_3	deepBGC		0.75317		38252	46835	8583	7	PF00133|PF00534|PF01135|PF01209|PF01406|PF01555|PF01588|PF01596|PF02353|PF02784|PF03061|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13439|PF13489|PF13649|PF13679|PF13692|PF13847	Terpene
GCF_003639805.1	contig_9	deepBGC		0.54464		33783	34200	417	1	PF01531	Unknown
GCF_011140935.1	contig_19	deepBGC		0.50576		7196	7994	798	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCA_040861525.1	contig_8	antiSMASH	Terpene-precursor		No	1	60155	60155	61	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_037861755.1	contig_2	deepBGC	Other	0.68895		37596	42673	5077	4	PF00133|PF01135|PF01209|PF01406|PF01588|PF01596|PF02353|PF05175|PF06325|PF08003|PF08123|PF08241|PF08242|PF09334|PF12847|PF13489|PF13649|PF13679|PF13847	Terpene
GCA_040860865.1	contig_8	antiSMASH	Terpene-precursor		No	1	74340	74340	80	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|Pkinase|QueE	Terpene
GCF_003382545.1	contig_18	antiSMASH	Terpene-precursor		No	1	59802	59802	64	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_014497085.1	contig_6	deepBGC		0.52387		7059	7845	786	1	PF08003|PF08241|PF08242|PF13489|PF13649|PF13847	Unknown
GCF_014497085.1	contig_7	deepBGC	RiPP	0.56976		27604	28234	630	1	PF00398|PF01135|PF13649|PF13847	RiPP
GCF_015904675.1	contig_34	antiSMASH	Terpene-precursor		No	1	8956	8956	12	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCA_040861365.1	contig_12	antiSMASH	Terpene-precursor		No	1	59341	59341	57	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011140655.1	contig_35	antiSMASH	Terpene-precursor		No	1	123574	123574	119	Fer4_12|GTP_cyclohydroI|PTPS|PT_FPPS_like|QueE	Terpene
GCF_011140555.1	contig_14	deepBGC		0.51515		34628	34928	300	1	PF07883	Unknown
GCF_011140555.1	contig_21	deepBGC	Polyketide	0.54312		343	1567	1224	1	PF07690	Unknown
