bgc_id	sample_id	contig_id	Prediction_tool	Product_class	BGC_probability	BGC_complete	BGC_start	BGC_end	BGC_length	CDS_count	backbone_class	gcf_id	dbscan_label
GCA_024406865.1__contig_30	GCA_024406865.1	contig_30	antiSMASH	Arylpolyene		No	1	77108	77108	89	Unknown	singleton	-1
GCA_024406865.1__contig_33	GCA_024406865.1	contig_33	antiSMASH	Terpene-precursor		No	1	59042	59042	74	Terpene	GCF_0001	0
GCF_011105765.1__contig_16	GCF_011105765.1	contig_16	deepBGC		0.71178		109	7772	7663	7	RiPP	singleton	-1
GCF_011105765.1__contig_58	GCF_011105765.1	contig_58	deepBGC		0.54678		7789	8560	771	1	NRPS_like	GCF_0001	0
GCF_011105765.1__contig_9	GCF_011105765.1	contig_9	deepBGC		0.63834		3167	8255	5088	4	Terpene	GCF_0001	0
GCF_040820825.1__contig_103	GCF_040820825.1	contig_103	deepBGC		0.5428		77	1475	1398	1	Unknown	GCF_0014	13
GCF_040820825.1__contig_2	GCF_040820825.1	contig_2	deepBGC		0.67243		298	3025	2727	6	Unknown	singleton	-1
GCF_040820825.1__contig_27	GCF_040820825.1	contig_27	deepBGC		0.6207		485	16661	16176	17	Unknown	singleton	-1
GCF_040820825.1__contig_58	GCF_040820825.1	contig_58	deepBGC		0.59291		2954	3752	798	1	Unknown	GCF_0001	0
GCF_040820825.1__contig_61	GCF_040820825.1	contig_61	deepBGC		0.8901		1078	9839	8761	8	RiPP	singleton	-1
GCF_040820825.1__contig_75	GCF_040820825.1	contig_75	deepBGC		0.64901		5350	6343	993	1	Unknown	GCF_0001	0
GCF_040820825.1__contig_88	GCF_040820825.1	contig_88	deepBGC		0.53718		1030	4148	3118	4	Unknown	GCF_0025	24
GCF_040820825.1__contig_94	GCF_040820825.1	contig_94	deepBGC	Other	0.63585		203	1373	1170	1	Terpene	GCF_0079	78
GCF_015904915.1__contig_28	GCF_015904915.1	contig_28	antiSMASH	Terpene-precursor		No	1	8976	8976	12	Terpene	GCF_0001	0
GCF_015904385.1__contig_15	GCF_015904385.1	contig_15	antiSMASH	Terpene-precursor		No	1	59881	59881	65	Terpene	GCF_0001	0
GCA_040861345.1__contig_10	GCA_040861345.1	contig_10	deepBGC	Saccharide	0.66043		37950	46518	8568	7	Terpene	GCF_0004	3
GCA_024406955.1__contig_1	GCA_024406955.1	contig_1	deepBGC		0.58515		47185	48415	1230	3	Unknown	GCF_0001	0
GCA_024406955.1__contig_15	GCA_024406955.1	contig_15	deepBGC		0.57968		2	3795	3793	7	NRPS_like	singleton	-1
GCA_024406955.1__contig_17	GCA_024406955.1	contig_17	deepBGC		0.65747		110507	114265	3758	5	Unknown	GCF_0001	0
GCF_014498605.1__contig_18	GCF_014498605.1	contig_18	deepBGC	RiPP	0.71575		2	13585	13583	12	RiPP	GCF_0032	31
GCF_014498605.1__contig_7	GCF_014498605.1	contig_7	deepBGC	Saccharide	0.77626		37594	49164	11570	10	Terpene	singleton	-1
GCF_011174935.1__contig_19	GCF_011174935.1	contig_19	antiSMASH	Terpene-precursor		No	1	16913	16913	19	Terpene	GCF_0001	0
GCA_024406735.1__contig_8	GCA_024406735.1	contig_8	deepBGC	Other	0.63296		37669	42772	5103	4	Terpene	GCF_0001	0
GCA_024411995.1__contig_8	GCA_024411995.1	contig_8	antiSMASH	Terpene-precursor		No	1	8904	8904	11	Terpene	GCF_0001	0
GCF_011140825.1__contig_36	GCF_011140825.1	contig_36	antiSMASH	Terpene-precursor		No	1	8993	8993	12	Terpene	GCF_0001	0
GCF_011105805.1__contig_23	GCF_011105805.1	contig_23	antiSMASH	Terpene-precursor		No	1	6393	6393	8	Terpene	GCF_0001	0
GCA_040862205.1__contig_6	GCA_040862205.1	contig_6	antiSMASH	Terpene-precursor		Yes	49190	70104	20915	19	Terpene	GCF_0001	0
GCF_001998405.1__contig_11	GCF_001998405.1	contig_11	deepBGC		0.7265		2	20375	20373	20	NRPS_like|RiPP	singleton	-1
GCF_001998405.1__contig_18	GCF_001998405.1	contig_18	deepBGC		0.61088		43406	44603	1197	2	Unknown	GCF_0001	0
GCF_001998405.1__contig_2	GCF_001998405.1	contig_2	deepBGC	Saccharide	0.72891		38854	50941	12087	10	Terpene	singleton	-1
GCF_011140485.1__contig_12	GCF_011140485.1	contig_12	deepBGC		0.51152		753	1407	654	1	Unknown	GCF_0030	29
GCF_011140485.1__contig_6	GCF_011140485.1	contig_6	deepBGC		0.52265		699	3251	2552	3	Unknown	singleton	-1
GCF_011140485.1__contig_6	GCF_011140485.1	contig_6	deepBGC		0.65546		8033	19262	11229	10	RiPP	singleton	-1
GCF_011140485.1__contig_6	GCF_011140485.1	contig_6	deepBGC	NRP	0.61631		21114	22934	1820	2	NRPS_like	GCF_0001	0
GCF_011140485.1__contig_9	GCF_011140485.1	contig_9	deepBGC		0.6281		4265	5063	798	1	Unknown	GCF_0001	0
GCF_003639445.1__contig_22	GCF_003639445.1	contig_22	deepBGC		0.74786		37680	46246	8566	7	Terpene	GCF_0004	3
GCF_003639445.1__contig_3	GCF_003639445.1	contig_3	deepBGC		0.52252		5107	5407	300	1	Unknown	GCF_0001	0
GCF_003639445.1__contig_6	GCF_003639445.1	contig_6	deepBGC		0.54849		14737	15367	630	1	RiPP	GCF_0001	0
GCA_024406665.1__contig_9	GCA_024406665.1	contig_9	antiSMASH	Terpene-precursor		No	1	8406	8406	12	Terpene	GCF_0001	0
GCF_011140485__contig_22	GCF_011140485	contig_22	GECCO	Unknown	0.9946316123208524		97607	100977	3370	5	Unknown	GCF_0002	1
GCA_024412315.1__contig_27	GCA_024412315.1	contig_27	antiSMASH	Terpene-precursor		No	1	9391	9391	13	Terpene	GCF_0001	0
GCA_024413025.1__contig_20	GCA_024413025.1	contig_20	antiSMASH	Terpene-precursor		No	1	7981	7981	11	Terpene	GCF_0001	0
GCA_024406385.1__contig_19	GCA_024406385.1	contig_19	deepBGC		0.56755		2445	3231	786	1	Unknown	GCF_0001	0
GCF_015904475.1__contig_29	GCF_015904475.1	contig_29	deepBGC	Terpene	0.53041		2	1349	1347	1	Unknown	singleton	-1
GCF_015904475.1__contig_29	GCF_015904475.1	contig_29	deepBGC		0.52249		2926	4984	2058	3	Unknown	singleton	-1
GCF_015904475.1__contig_32	GCF_015904475.1	contig_32	deepBGC		0.55816		3413	4424	1011	1	NRPS_like	GCF_0001	0
GCF_015904475.1__contig_34	GCF_015904475.1	contig_34	deepBGC		0.66429		17579	29698	12119	11	Terpene	singleton	-1
GCF_015904475.1__contig_36	GCF_015904475.1	contig_36	deepBGC	Polyketide	0.55452		40	3784	3744	3	Unknown	singleton	-1
GCF_015904475.1__contig_39	GCF_015904475.1	contig_39	deepBGC		0.50244		221	776	555	1	Unknown	GCF_0001	0
GCF_015904475.1__contig_4	GCF_015904475.1	contig_4	deepBGC		0.60777		7712	8756	1044	2	RiPP	singleton	-1
GCF_015904475.1__contig_65	GCF_015904475.1	contig_65	deepBGC		0.52704		1316	3860	2544	3	NRPS_like	singleton	-1
GCF_015904475.1__contig_81	GCF_015904475.1	contig_81	deepBGC		0.57932		2	134	132	1	PKS	singleton	-1
GCF_015904475.1__contig_89	GCF_015904475.1	contig_89	deepBGC		0.57499		0	2759	2759	2	Unknown	singleton	-1
GCF_001998385.1__contig_7	GCF_001998385.1	contig_7	deepBGC		0.55148		7213	8011	798	1	Unknown	GCF_0001	0
GCF_011140415.1__contig_9	GCF_011140415.1	contig_9	antiSMASH	Terpene-precursor		No	1	8081	8081	11	Terpene	GCF_0001	0
GCA_040861225.1__contig_6	GCA_040861225.1	contig_6	deepBGC		0.62955		70491	76776	6285	6	RiPP	GCF_0001	0
GCA_040862145.1__contig_16	GCA_040862145.1	contig_16	deepBGC		0.57732		1124	3465	2341	6	Unknown	GCF_0060	59
GCA_040862145.1__contig_3	GCA_040862145.1	contig_3	deepBGC		0.56054		16755	19803	3048	5	Unknown	singleton	-1
GCA_040862145.1__contig_3	GCA_040862145.1	contig_3	deepBGC		0.54224		20142	22282	2140	2	Unknown	singleton	-1
GCA_024407375.1__contig_24	GCA_024407375.1	contig_24	deepBGC		0.50329		930	2037	1107	1	NRPS_like	GCF_0001	0
GCA_024407375.1__contig_5	GCA_024407375.1	contig_5	deepBGC		0.75033		37754	46334	8580	7	Terpene	GCF_0004	3
GCA_024407375.1__contig_9	GCA_024407375.1	contig_9	deepBGC		0.5012		33229	33529	300	1	Unknown	GCF_0001	0
GCF_040821505.1__contig_41	GCF_040821505.1	contig_41	deepBGC		0.50262		189	993	804	1	Unknown	GCF_0038	37
GCF_040821505.1__contig_46	GCF_040821505.1	contig_46	deepBGC		0.50276		16989	17619	630	1	RiPP	singleton	-1
GCF_040821505.1__contig_46	GCF_040821505.1	contig_46	deepBGC	Saccharide	0.74897		71795	80375	8580	7	Terpene	GCF_0004	3
GCF_040821505.1__contig_9	GCF_040821505.1	contig_9	deepBGC		0.56496		33473	34746	1273	3	Unknown	GCF_0001	0
GCF_015904725.1__contig_10	GCF_015904725.1	contig_10	deepBGC		0.74468		37738	49334	11596	9	Terpene	singleton	-1
GCF_024214055.1__contig_27	GCF_024214055.1	contig_27	antiSMASH	Terpene-precursor		No	1	60925	60925	60	Terpene	GCF_0001	0
GCA_024407335.1__contig_25	GCA_024407335.1	contig_25	deepBGC		0.50329		942	2049	1107	1	NRPS_like	GCF_0001	0
GCA_024407335.1__contig_3	GCA_024407335.1	contig_3	deepBGC		0.75174		37703	46271	8568	7	Terpene	GCF_0004	3
GCF_037861775.1__contig_10	GCF_037861775.1	contig_10	antiSMASH	Terpene-precursor		No	1	64241	64241	64	Terpene	GCF_0001	0
GCA_024413005.1__contig_2	GCA_024413005.1	contig_2	antiSMASH	Terpene-precursor		No	1	67082	67082	71	Terpene	GCF_0001	0
GCA_024412515.1__contig_15	GCA_024412515.1	contig_15	antiSMASH	Terpene-precursor		No	1	73986	73986	74	Terpene	GCF_0015	14
GCF_011175225.1__contig_5	GCF_011175225.1	contig_5	antiSMASH	Terpene-precursor		No	1	48863	48863	36	Terpene	GCF_0001	0
GCF_003640085.1__contig_4	GCF_003640085.1	contig_4	deepBGC		0.75151		37808	46376	8568	7	Terpene	GCF_0004	3
GCF_035621875.1__contig_1	GCF_035621875.1	contig_1	deepBGC		0.61252		345505	350593	5088	4	Terpene	GCF_0001	0
GCA_040862345.1__contig_27	GCA_040862345.1	contig_27	antiSMASH	Terpene-precursor		No	1	8896	8896	13	Terpene	GCF_0001	0
GCA_040862045.1__contig_15	GCA_040862045.1	contig_15	deepBGC		0.54941		4591	5377	786	1	Unknown	GCF_0001	0
GCA_040862045.1__contig_25	GCA_040862045.1	contig_25	deepBGC		0.63662		15272	18707	3435	4	RiPP	GCF_0080	79
GCF_001999865.1__contig_22	GCF_001999865.1	contig_22	antiSMASH	Terpene-precursor		No	1	9395	9395	12	Terpene	GCF_0001	0
GCF_011175085.1__contig_18	GCF_011175085.1	contig_18	antiSMASH	Terpene-precursor		No	1	63930	63930	63	Terpene	GCF_0001	0
GCF_014498195.1__contig_24	GCF_014498195.1	contig_24	deepBGC		0.56151		9714	10500	786	1	Unknown	singleton	-1
GCF_014498195.1__contig_24	GCF_014498195.1	contig_24	deepBGC		0.57791		64884	65418	534	1	Unknown	singleton	-1
GCF_014498195.1__contig_24	GCF_014498195.1	contig_24	deepBGC		0.70763		70277	78056	7779	7	RiPP	GCF_0001	0
GCA_040861605.1__contig_12	GCA_040861605.1	contig_12	deepBGC		0.68704		37717	44451	6734	6	Terpene	GCF_0017	16
GCA_040861605.1__contig_5	GCA_040861605.1	contig_5	deepBGC		0.64848		16926	19905	2979	7	Unknown	singleton	-1
GCF_040821705.1__contig_67	GCF_040821705.1	contig_67	antiSMASH	Terpene-precursor		No	1	8141	8141	12	Terpene	GCF_0001	0
GCF_015904865__contig_18	GCF_015904865	contig_18	GECCO	Unknown	0.9946316123208524		26798	30205	3407	5	Unknown	GCF_0002	1
GCF_030062585.1__contig_1	GCF_030062585.1	contig_1	deepBGC		0.62721		630496	631707	1211	3	PKS	singleton	-1
GCF_030062585.1__contig_1	GCF_030062585.1	contig_1	deepBGC	RiPP	0.5691		1327372	1328002	630	1	RiPP	singleton	-1
GCF_030062585.1__contig_1	GCF_030062585.1	contig_1	deepBGC	Polyketide	0.50122		1333084	1333837	753	1	Unknown	GCF_0001	0
GCA_040861105.1__contig_8	GCA_040861105.1	contig_8	antiSMASH	Terpene-precursor		No	1	63969	63969	63	Terpene	GCF_0001	0
GCA_024406475.1__contig_7	GCA_024406475.1	contig_7	antiSMASH	Terpene-precursor		No	1	8216	8216	12	Terpene	GCF_0001	0
GCF_037862295.1__contig_12	GCF_037862295.1	contig_12	antiSMASH	Terpene-precursor		No	1	59629	59629	58	Terpene	GCF_0001	0
GCF_014497335.1__contig_16	GCF_014497335.1	contig_16	antiSMASH	Terpene-precursor		No	1	73440	73440	79	Terpene	GCF_0015	14
GCA_024406785.1__contig_28	GCA_024406785.1	contig_28	deepBGC		0.578		152	7300	7148	7	Unknown	singleton	-1
GCF_040821595.1__contig_49	GCF_040821595.1	contig_49	antiSMASH	Terpene-precursor		No	1	60563	60563	62	Terpene	GCF_0001	0
GCF_003639335.1__contig_26	GCF_003639335.1	contig_26	antiSMASH	Terpene-precursor		No	1	57149	57149	60	Terpene	GCF_0023	22
GCA_040862305.1__contig_7	GCA_040862305.1	contig_7	antiSMASH	Terpene-precursor		Yes	43360	64271	20912	18	Terpene	singleton	-1
GCF_040821675.1__contig_52	GCF_040821675.1	contig_52	antiSMASH	Terpene-precursor		No	1	8555	8555	13	Terpene	GCF_0001	0
GCF_014496145.1__contig_5	GCF_014496145.1	contig_5	deepBGC	Saccharide	0.72163		37744	49796	12052	11	Terpene	singleton	-1
GCA_024411855.1__contig_21	GCA_024411855.1	contig_21	deepBGC	Other	0.5986		7050	12144	5094	4	Terpene	GCF_0001	0
GCF_014496815.1__contig_16	GCF_014496815.1	contig_16	deepBGC		0.53832		4141	4927	786	1	Unknown	GCF_0001	0
GCA_040861385.1__contig_11	GCA_040861385.1	contig_11	deepBGC	Saccharide	0.64724		37592	44298	6706	6	Terpene	GCF_0001	0
GCA_040861385.1__contig_12	GCA_040861385.1	contig_12	deepBGC		0.56859		31334	31724	390	1	Unknown	GCF_0001	0
GCA_040861385.1__contig_13	GCA_040861385.1	contig_13	deepBGC		0.58567		2	1457	1455	1	Unknown	GCF_0001	0
GCA_040861385.1__contig_5	GCA_040861385.1	contig_5	deepBGC		0.67554		124709	126324	1615	4	Unknown	GCF_0001	0
GCF_015904335.1__contig_19	GCF_015904335.1	contig_19	antiSMASH	Terpene-precursor		No	1	8159	8159	12	Terpene	GCF_0001	0
GCF_021184145.1__contig_1	GCF_021184145.1	contig_1	deepBGC		0.50668		457995	458781	786	1	Unknown	singleton	-1
GCF_021184145.1__contig_1	GCF_021184145.1	contig_1	deepBGC	Other	0.56329		461922	463092	1170	1	Terpene	singleton	-1
GCF_014498845.1__contig_14	GCF_014498845.1	contig_14	deepBGC	Saccharide	0.6715		37634	44355	6721	6	Terpene	GCF_0001	0
GCA_040862365.1__contig_7	GCA_040862365.1	contig_7	antiSMASH	Terpene-precursor		No	1	59652	59652	60	Terpene	GCF_0001	0
GCF_011175035.1__contig_15	GCF_011175035.1	contig_15	antiSMASH	Azole-containing-RiPP		No	1	14132	14132	14	Unknown	GCF_0032	31
GCF_011175035.1__contig_25	GCF_011175035.1	contig_25	antiSMASH	Terpene-precursor		No	1	77410	77410	58	Terpene	GCF_0001	0
GCF_014496395.1__contig_3	GCF_014496395.1	contig_3	deepBGC	Saccharide	0.68196		38223	46789	8566	7	Terpene	GCF_0004	3
GCF_014498675.1__contig_24	GCF_014498675.1	contig_24	antiSMASH	Terpene-precursor		No	1	8303	8303	12	Terpene	GCF_0001	0
GCF_015904465.1__contig_15	GCF_015904465.1	contig_15	antiSMASH	Terpene-precursor		No	1	48705	48705	38	Terpene	GCF_0001	0
GCA_024407555.1__contig_18	GCA_024407555.1	contig_18	deepBGC		0.64257		587	3835	3248	7	Unknown	GCF_0021	20
GCA_024407295.1__contig_21	GCA_024407295.1	contig_21	antiSMASH	Terpene-precursor		No	1	9130	9130	12	Terpene	GCF_0001	0
GCF_040821725.1__contig_15	GCF_040821725.1	contig_15	deepBGC		0.51978		2886	3186	300	1	Unknown	GCF_0001	0
GCF_040821725.1__contig_25	GCF_040821725.1	contig_25	deepBGC		0.54668		8222	14911	6689	5	Unknown	singleton	-1
GCF_040821725.1__contig_63	GCF_040821725.1	contig_63	deepBGC		0.53202		428	3418	2990	2	Unknown	GCF_0055	54
GCF_040821725.1__contig_71	GCF_040821725.1	contig_71	deepBGC		0.57525		3159	9733	6574	6	RiPP	singleton	-1
GCA_040861445.1__contig_23	GCA_040861445.1	contig_23	antiSMASH	Terpene-precursor		No	1	8192	8192	12	Terpene	GCF_0001	0
GCA_024412575.1__contig_29	GCA_024412575.1	contig_29	antiSMASH	Terpene-precursor		No	1	93384	93384	83	Terpene	singleton	-1
GCF_014498615.1__contig_1	GCF_014498615.1	contig_1	deepBGC		0.51191		87665	88409	744	1	Unknown	GCF_0001	0
GCF_003639675.1__contig_26	GCF_003639675.1	contig_26	antiSMASH	Terpene-precursor		No	1	57061	57061	61	Terpene	GCF_0023	22
GCA_024407015.1__contig_16	GCA_024407015.1	contig_16	deepBGC	Polyketide	0.51723		440	1616	1176	1	PKS	singleton	-1
GCA_024407015.1__contig_16	GCA_024407015.1	contig_16	deepBGC		0.59652		7851	10149	2298	1	Unknown	GCF_0013	12
GCA_024407015.1__contig_2	GCA_024407015.1	contig_2	deepBGC		0.60213		4048	4846	798	1	Unknown	GCF_0001	0
GCA_024407015.1__contig_4	GCA_024407015.1	contig_4	deepBGC		0.54236		2815	3364	549	1	Unknown	singleton	-1
GCA_024407015.1__contig_4	GCA_024407015.1	contig_4	deepBGC		0.52018		4117	4833	716	2	Unknown	singleton	-1
GCA_024407015.1__contig_4	GCA_024407015.1	contig_4	deepBGC		0.54785		5609	6290	681	1	Unknown	singleton	-1
GCA_024407015.1__contig_4	GCA_024407015.1	contig_4	deepBGC		0.64825		9772	15647	5875	9	Unknown	singleton	-1
GCA_024407015.1__contig_4	GCA_024407015.1	contig_4	deepBGC	Polyketide	0.62386		17002	23273	6271	11	RiPP	singleton	-1
GCF_015904365.1__contig_4	GCF_015904365.1	contig_4	antiSMASH	Terpene-precursor		No	1	103613	103613	91	Terpene	GCF_0001	0
GCF_011140595.1__contig_12	GCF_011140595.1	contig_12	deepBGC		0.66907		19325	26578	7253	10	Unknown	singleton	-1
GCF_011140595.1__contig_19	GCF_011140595.1	contig_19	deepBGC		0.57359		78726	79937	1211	3	PKS	GCF_0050	49
GCF_011140595.1__contig_22	GCF_011140595.1	contig_22	deepBGC		0.50622		34616	34916	300	1	Unknown	GCF_0001	0
GCA_024412005.1__contig_6	GCA_024412005.1	contig_6	antiSMASH	Terpene-precursor		No	1	79340	79340	76	Terpene	GCF_0001	0
GCF_011175145.1__contig_10	GCF_011175145.1	contig_10	antiSMASH	Terpene-precursor		No	1	8137	8137	12	Terpene	GCF_0001	0
GCF_003640155.1__contig_18	GCF_003640155.1	contig_18	deepBGC		0.53591		1	436	435	1	Unknown	singleton	-1
GCF_003640155.1__contig_18	GCF_003640155.1	contig_18	deepBGC		0.52474		997	1585	588	1	Unknown	GCF_0081	80
GCF_003640155.1__contig_25	GCF_003640155.1	contig_25	deepBGC		0.60156		11346	16810	5464	10	Unknown	singleton	-1
GCF_003640155.1__contig_26	GCF_003640155.1	contig_26	deepBGC	RiPP	0.53466		16761	17391	630	1	RiPP	GCF_0001	0
GCF_003640155.1__contig_4	GCF_003640155.1	contig_4	deepBGC	Saccharide	0.66907		37751	44470	6719	6	Terpene	GCF_0001	0
GCF_040821935.1__contig_15	GCF_040821935.1	contig_15	deepBGC		0.5896		3756	10219	6463	6	RiPP	GCF_0001	0
GCF_040821935.1__contig_27	GCF_040821935.1	contig_27	deepBGC		0.50952		218	2066	1848	1	Unknown	singleton	-1
GCF_040821935.1__contig_27	GCF_040821935.1	contig_27	deepBGC	Other	0.60246		3697	8797	5100	4	Terpene	GCF_0001	0
GCF_040821935.1__contig_34	GCF_040821935.1	contig_34	deepBGC	Polyketide	0.60205		6349	9175	2826	3	Unknown	GCF_0007	6
GCF_040821935.1__contig_35	GCF_040821935.1	contig_35	deepBGC		0.57851		2	632	630	1	Unknown	GCF_0001	0
GCF_015904905.1__contig_31	GCF_015904905.1	contig_31	antiSMASH	Terpene-precursor		No	1	8144	8144	11	Terpene	GCF_0001	0
GCF_003639865.1__contig_3	GCF_003639865.1	contig_3	antiSMASH	Terpene-precursor		No	1	64520	64520	60	Terpene	GCF_0001	0
GCF_011141055.1__contig_27	GCF_011141055.1	contig_27	deepBGC		0.75261		38554	47122	8568	7	Terpene	GCF_0004	3
GCF_011141055.1__contig_41	GCF_011141055.1	contig_41	deepBGC		0.64961		4075	10535	6460	6	RiPP	GCF_0001	0
GCA_040861305.1__contig_11	GCA_040861305.1	contig_11	deepBGC		0.5492		33312	33612	300	1	Unknown	GCF_0001	0
GCA_040861305.1__contig_6	GCA_040861305.1	contig_6	deepBGC		0.67723		80145	85690	5545	5	Terpene	GCF_0054	53
GCA_024406385.1__contig_27	GCA_024406385.1	contig_27	antiSMASH	Terpene-precursor		No	1	65484	65484	59	Terpene	GCF_0001	0
GCA_024407615.1__contig_18	GCA_024407615.1	contig_18	deepBGC		0.55526		589	3825	3236	4	Unknown	GCF_0045	44
GCA_024407615.1__contig_2	GCA_024407615.1	contig_2	deepBGC		0.62435		3772	4570	798	1	Unknown	GCF_0001	0
GCA_024407615.1__contig_5	GCA_024407615.1	contig_5	deepBGC	Polyketide	0.56395		1925	3149	1224	1	Unknown	GCF_0020	19
GCF_011175335.1__contig_4	GCF_011175335.1	contig_4	deepBGC		0.63045		4290	5076	786	1	Unknown	GCF_0001	0
GCF_003639575.1__contig_27	GCF_003639575.1	contig_27	deepBGC		0.60331		37809	41094	3285	2	Terpene	GCF_0001	0
GCF_040821375.1__contig_38	GCF_040821375.1	contig_38	antiSMASH	Terpene-precursor		No	1	8106	8106	12	Terpene	GCF_0001	0
GCF_011175225.1__contig_12	GCF_011175225.1	contig_12	deepBGC		0.51021		56616	57348	732	1	Unknown	GCF_0082	81
GCF_011175225.1__contig_24	GCF_011175225.1	contig_24	deepBGC		0.70202		70505	79080	8575	7	Terpene	GCF_0001	0
GCF_014497685.1__contig_20	GCF_014497685.1	contig_20	antiSMASH	Terpene-precursor		No	1	66689	66689	65	Terpene	GCF_0001	0
GCF_011175215.1__contig_1	GCF_011175215.1	contig_1	antiSMASH	Terpene-precursor		No	1	409543	409543	391	Terpene	GCF_0001	0
GCF_003639385.1__contig_20	GCF_003639385.1	contig_20	antiSMASH	Terpene-precursor		No	1	8471	8471	12	Terpene	GCF_0001	0
GCF_014497455.1__contig_4	GCF_014497455.1	contig_4	deepBGC	Saccharide	0.74636		38107	46678	8571	7	Terpene	GCF_0004	3
GCF_040820975.1__contig_52	GCF_040820975.1	contig_52	antiSMASH	Terpene-precursor		No	1	65303	65303	72	Terpene	GCF_0001	0
GCF_014498915.1__contig_17	GCF_014498915.1	contig_17	antiSMASH	Terpene-precursor		No	1	60515	60515	65	Terpene	GCF_0001	0
GCF_014498915.1__contig_7	GCF_014498915.1	contig_7	antiSMASH	Azole-containing-RiPP		No	1	17379	17379	19	Unknown	GCF_0032	31
GCA_040861805.1__contig_25	GCA_040861805.1	contig_25	antiSMASH	Terpene-precursor		No	1	8335	8335	11	Terpene	GCF_0001	0
GCF_003639805.1__contig_3	GCF_003639805.1	contig_3	deepBGC		0.75317		38252	46835	8583	7	Terpene	GCF_0004	3
GCF_003639805.1__contig_9	GCF_003639805.1	contig_9	deepBGC		0.54464		33783	34200	417	1	Unknown	GCF_0001	0
GCF_011140935.1__contig_19	GCF_011140935.1	contig_19	deepBGC		0.50576		7196	7994	798	1	Unknown	GCF_0001	0
GCA_040861525.1__contig_8	GCA_040861525.1	contig_8	antiSMASH	Terpene-precursor		No	1	60155	60155	61	Terpene	GCF_0001	0
GCF_037861755.1__contig_2	GCF_037861755.1	contig_2	deepBGC	Other	0.68895		37596	42673	5077	4	Terpene	GCF_0001	0
GCA_040860865.1__contig_8	GCA_040860865.1	contig_8	antiSMASH	Terpene-precursor		No	1	74340	74340	80	Terpene	GCF_0015	14
GCF_003382545.1__contig_18	GCF_003382545.1	contig_18	antiSMASH	Terpene-precursor		No	1	59802	59802	64	Terpene	GCF_0001	0
GCF_014497085.1__contig_6	GCF_014497085.1	contig_6	deepBGC		0.52387		7059	7845	786	1	Unknown	GCF_0001	0
GCF_014497085.1__contig_7	GCF_014497085.1	contig_7	deepBGC	RiPP	0.56976		27604	28234	630	1	RiPP	GCF_0001	0
GCF_015904675.1__contig_34	GCF_015904675.1	contig_34	antiSMASH	Terpene-precursor		No	1	8956	8956	12	Terpene	GCF_0001	0
GCA_040861365.1__contig_12	GCA_040861365.1	contig_12	antiSMASH	Terpene-precursor		No	1	59341	59341	57	Terpene	GCF_0001	0
GCF_011140655.1__contig_35	GCF_011140655.1	contig_35	antiSMASH	Terpene-precursor		No	1	123574	123574	119	Terpene	GCF_0001	0
GCF_011140555.1__contig_14	GCF_011140555.1	contig_14	deepBGC		0.51515		34628	34928	300	1	Unknown	GCF_0001	0
GCF_011140555.1__contig_21	GCF_011140555.1	contig_21	deepBGC	Polyketide	0.54312		343	1567	1224	1	Unknown	GCF_0020	19
GCF_011140555.1__contig_32	GCF_011140555.1	contig_32	deepBGC		0.50487		7255	8053	798	1	Unknown	singleton	-1
GCF_011140555.1__contig_32	GCF_011140555.1	contig_32	deepBGC		0.60027		66666	76966	10300	9	RiPP	singleton	-1
GCF_011140555.1__contig_32	GCF_011140555.1	contig_32	deepBGC	NRP	0.62509		78989	83311	4322	4	NRPS_like	GCF_0001	0
GCF_014497025.1__contig_3	GCF_014497025.1	contig_3	deepBGC	Saccharide	0.66075		37694	46262	8568	7	Terpene	GCF_0004	3
GCF_011140925.1__contig_3	GCF_011140925.1	contig_3	deepBGC		0.69024		38706	47285	8579	7	Terpene	GCF_0001	0
GCF_040820845.1__contig_36	GCF_040820845.1	contig_36	antiSMASH	Terpene-precursor		No	1	11070	11070	14	Terpene	GCF_0001	0
GCA_024406795.1__contig_5	GCA_024406795.1	contig_5	deepBGC		0.53618		38952	39210	258	1	Unknown	GCF_0083	82
GCA_024406795.1__contig_7	GCA_024406795.1	contig_7	deepBGC		0.65326		19772	33745	13973	17	RiPP	singleton	-1
GCF_011140365.1__contig_24	GCF_011140365.1	contig_24	deepBGC		0.85135		39004	53662	14658	16	Terpene	singleton	-1
GCF_011140365.1__contig_9	GCF_011140365.1	contig_9	deepBGC		0.50096		2443	2743	300	1	Unknown	GCF_0001	0
GCA_040862325.1__contig_10	GCA_040862325.1	contig_10	antiSMASH	Terpene-precursor		No	1	75913	75913	81	Terpene	GCF_0001	0
GCF_014498545.1__contig_15	GCF_014498545.1	contig_15	antiSMASH	Terpene-precursor		No	1	9353	9353	13	Terpene	GCF_0001	0
GCF_040820915.1__contig_104	GCF_040820915.1	contig_104	deepBGC		0.68006		50	4520	4470	5	RiPP	GCF_0084	83
GCF_040820915.1__contig_107	GCF_040820915.1	contig_107	deepBGC	Polyketide	0.63487		222	4230	4008	4	Unknown	singleton	-1
GCF_040820915.1__contig_110	GCF_040820915.1	contig_110	deepBGC		0.5428		660	2058	1398	1	Unknown	GCF_0014	13
GCF_040820915.1__contig_15	GCF_040820915.1	contig_15	deepBGC		0.77706		0	1977	1977	3	Unknown	GCF_0077	76
